id	length	protein_family	keywords
P07585	359	Small leucine-rich proteoglycan (SLRP) family, SLRP class I subfamily	Alternative splicing;Corneal dystrophy;Direct protein sequencing;Disulfide bond;Extracellular matrix;Glycoprotein;Leucine-rich repeat;Proteoglycan;Proteomics identification;Reference proteome;Repeat;Secreted;Signal
P07589	2478		Acute phase;Alternative splicing;Angiogenesis;Cell adhesion;Cell shape;Direct protein sequencing;Disulfide bond;Extracellular matrix;Glycoprotein;Heparin-binding;Isopeptide bond;Oxidation;Phosphoprotein;Pyrrolidone carboxylic acid;Reference proteome;Repeat;Secreted;Signal;Sulfation
P07602	524		3D-structure;Alternative splicing;Direct protein sequencing;Disease variant;Disulfide bond;Gangliosidosis;Gaucher disease;Glycoprotein;Leukodystrophy;Lipid metabolism;Lysosome;Metachromatic leukodystrophy;Neurodegeneration;Parkinson disease;Parkinsonism;Proteomics identification;Reference proteome;Repeat;Secreted;Signal;Sphingolipid metabolism
P07628	261	Peptidase S1 family, Kallikrein subfamily	Disulfide bond;Glycoprotein;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Zymogen
P07629	234	Pentraxin family	Acute phase;Amyloid;Calcium;Direct protein sequencing;Disulfide bond;Glycoprotein;Lectin;Metal-binding;Reference proteome;Secreted;Signal
P07634	131	Natriuretic peptide family	Direct protein sequencing;Disulfide bond;Hormone;Reference proteome;Secreted;Signal;Vasoactive
P07647	259	Peptidase S1 family, Kallikrein subfamily	Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Zymogen
P07660	138	Calcitonin family	Alternative splicing;Amidation;Cleavage on pair of basic residues;Disulfide bond;Hormone;Reference proteome;Secreted;Signal
P07686	556	Glycosyl hydrolase 20 family	3D-structure;Cytoplasmic vesicle;Direct protein sequencing;Disease variant;Disulfide bond;Gangliosidosis;Glycoprotein;Glycosidase;Hydrolase;Lipid metabolism;Lysosome;Neurodegeneration;Proteomics identification;Reference proteome;Signal;Zymogen
P07688	335	Peptidase C1 family	3D-structure;Acetylation;Cell membrane;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Lysosome;Membrane;Protease;Reference proteome;Secreted;Signal;Thiol protease;Zymogen
P07692	590	Type-B carboxylesterase/lipase family	Alternative splicing;Cell membrane;Direct protein sequencing;Disulfide bond;Glycoprotein;GPI-anchor;Hydrolase;Lipoprotein;Membrane;Neurotransmitter degradation;Serine esterase;Signal;Synapse
P07701	163		Reference proteome;Signal
P07711	333	Peptidase C1 family	3D-structure;Alternative initiation;Cell membrane;Cytoplasmic vesicle;Direct protein sequencing;Disulfide bond;Glycoprotein;Host-virus interaction;Hydrolase;Lysosome;Membrane;Nucleus;Protease;Proteomics identification;Reference proteome;Secreted;Signal;Thiol protease;Zymogen
P07712	112		Amidation;Cleavage on pair of basic residues;Direct protein sequencing;Neuropeptide;Reference proteome;Secreted;Signal
P07713	588	TGF-beta family	Developmental protein;Differentiation;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Reference proteome;Secreted;Signal
P07722	626	Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin) family	Alternative splicing;Cell adhesion;Cell membrane;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunoglobulin domain;Lectin;Lipid-binding;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Ubl conjugation
P07724	608	ALB/AFP/VDB family	Calcium;Cleavage on pair of basic residues;Copper;Direct protein sequencing;Disulfide bond;Lipid-binding;Metal-binding;Methylation;Phosphoprotein;Reference proteome;Repeat;Secreted;Signal;Zinc
P07725	236		Adaptive immunity;Cell membrane;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane helix
P07727	457	Ligand-gated ion channel (TC 1.A.9) family, Glycine receptor (TC 1.A.9.3) subfamily, GLRA1 sub-subfamily	Alternative splicing;Cell membrane;Cell projection;Chloride;Chloride channel;Direct protein sequencing;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Metal-binding;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport;Zinc
P07732	142	Glycoprotein hormones subunit beta family	Disulfide bond;Glycoprotein;Hormone;Reference proteome;Secreted;Signal
P07743	235	BPI/LBP/Plunc superfamily, Plunc family	Antibiotic;Antimicrobial;Disulfide bond;Reference proteome;Secreted;Signal
P07750	140	IL-4/IL-13 family	Autophagy;B-cell activation;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Reference proteome;Secreted;Signal
P07758	413	Serpin family	Acute phase;Glycoprotein;Protease inhibitor;Reference proteome;Secreted;Serine protease inhibitor;Signal
P07759	418	Serpin family	Direct protein sequencing;Glycoprotein;Protease inhibitor;Reference proteome;Secreted;Serine protease inhibitor;Signal
P07766	207		3D-structure;Adaptive immunity;Cell membrane;Disulfide bond;Immunity;Immunoglobulin domain;Membrane;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix
P07808	98	NPY family	Amidation;Cleavage on pair of basic residues;Cytoplasmic vesicle;Direct protein sequencing;Neuropeptide;Phosphoprotein;Reference proteome;Secreted;Signal
P07823	654	Heat shock protein 70 family	Acetylation;ATP-binding;Chaperone;Cytoplasm;Endoplasmic reticulum;Hydrolase;Isopeptide bond;Methylation;Nitration;Nucleotide-binding;Phosphoprotein;Reference proteome;Signal;Ubl conjugation
P07835	91	Type-I AFP family	Antifreeze protein;Direct protein sequencing;Repeat;Secreted;Signal
P07856	1186		Alternative splicing;Direct protein sequencing;Reference proteome;Repeat;Secreted;Signal;Silk protein
P07858	339	Peptidase C1 family	3D-structure;Acetylation;Cell membrane;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Lysosome;Membrane;Protease;Proteomics identification;Reference proteome;Secreted;Signal;Thiol protease;Zymogen
P07865	192	EPO/TPO family	Disulfide bond;Erythrocyte maturation;Glycoprotein;Hormone;Reference proteome;Secreted;Signal
P07867	494	AB hydrolase superfamily, Lipase family	Glycoprotein;HDL;Heparin-binding;Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome;Secreted;Signal
P07882	612	Type-B carboxylesterase/lipase family	Disulfide bond;Glycoprotein;Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome;Repeat;Secreted;Serine esterase;Signal
P07897	2124	Aggrecan/versican proteoglycan family	3D-structure;Alternative splicing;Direct protein sequencing;Disulfide bond;Extracellular matrix;Glycoprotein;Immunoglobulin domain;Lectin;Metal-binding;Proteoglycan;Reference proteome;Repeat;Secreted;Signal;Sushi
P07898	2109	Aggrecan/versican proteoglycan family	Alternative splicing;Calcium;Direct protein sequencing;Disulfide bond;EGF-like domain;Extracellular matrix;Glycoprotein;Immunoglobulin domain;Lectin;Metal-binding;Proteoglycan;Reference proteome;Repeat;Secreted;Signal;Sushi
P07911	640		3D-structure;Alternative splicing;Cell membrane;Cell projection;Ciliopathy;Cilium;Direct protein sequencing;Disease variant;Disulfide bond;EGF-like domain;Glycoprotein;GPI-anchor;Immunity;Innate immunity;Lipoprotein;Membrane;Nephronophthisis;Proteomics identification;Reference proteome;Repeat;Secreted;Signal
P07915	197		Signal
P07916	750	Elastin family	Alternative splicing;Disulfide bond;Extracellular matrix;Hydroxylation;Reference proteome;Repeat;Secreted;Signal
P07942	1786		3D-structure;Basement membrane;Cell adhesion;Coiled coil;Disulfide bond;Extracellular matrix;Glycoprotein;Laminin EGF-like domain;Lissencephaly;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Secreted;Signal
P07949	1114	Protein kinase superfamily, Tyr protein kinase family	3D-structure;Alternative splicing;ATP-binding;Cell adhesion;Cell membrane;Chromosomal rearrangement;Disease variant;Disulfide bond;Endosome;Glycoprotein;Hirschsprung disease;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Proteomics identification;Proto-oncogene;Receptor;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase
P07988	381		3D-structure;Direct protein sequencing;Disease variant;Disulfide bond;Gaseous exchange;Glycoprotein;Proteomics identification;Reference proteome;Repeat;Secreted;Signal;Surface film
P07994	360	TGF-beta family	Cleavage on pair of basic residues;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Hormone;Reference proteome;Secreted;Signal
P07995	425	TGF-beta family	Cleavage on pair of basic residues;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Hormone;Reference proteome;Secreted;Signal
P07996	1170	Thrombospondin family	3D-structure;Alternative splicing;Angiogenesis;Apoptosis;Calcium;Cell adhesion;Disulfide bond;EGF-like domain;Endoplasmic reticulum;Extracellular matrix;Glycoprotein;Heparin-binding;Inflammatory response;Proteomics identification;Reference proteome;Repeat;Sarcoplasmic reticulum;Secreted;Signal;Unfolded protein response
P07998	156	Pancreatic ribonuclease family	3D-structure;Direct protein sequencing;Disulfide bond;Endonuclease;Glycoprotein;Hydrolase;Lyase;Nuclease;Proteomics identification;Reference proteome;Secreted;Signal
P08001	415	Peptidase S1 family	3D-structure;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Zymogen
P08003	638	Protein disulfide isomerase family	3D-structure;Acetylation;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Isomerase;Redox-active center;Reference proteome;Repeat;Signal
P08025	153	Insulin family	Alternative splicing;Direct protein sequencing;Disulfide bond;Growth factor;Reference proteome;Secreted;Signal
P08069	1367	Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily	3D-structure;ATP-binding;Cell membrane;Cleavage on pair of basic residues;Direct protein sequencing;Disease variant;Disulfide bond;Glycoprotein;Host-virus interaction;Isopeptide bond;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase;Ubl conjugation
P08071	707	Transferrin family	Disulfide bond;Glycoprotein;Hydrolase;Immunity;Ion transport;Iron;Iron transport;Metal-binding;Osteogenesis;Protease;Reference proteome;Repeat;Secreted;Serine protease;Signal;Transport
P08101	330		Alternative splicing;Cell membrane;Cytoplasm;Cytoskeleton;Direct protein sequencing;Disulfide bond;Glycoprotein;IgG-binding protein;Immunoglobulin domain;Membrane;Phosphoprotein;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix
P08110	795	Heat shock protein 90 family	ATP-binding;Calcium;Chaperone;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Nucleotide-binding;Reference proteome;Sarcoplasmic reticulum;Signal;Stress response
P08113	802	Heat shock protein 90 family	Acetylation;ATP-binding;Calcium;Chaperone;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Hydroxylation;Nucleotide-binding;Phosphoprotein;Reference proteome;Sarcoplasmic reticulum;Signal
P08118	114	Beta-microseminoprotein family	3D-structure;Alternative splicing;Direct protein sequencing;Disulfide bond;Proteomics identification;Reference proteome;Secreted;Signal
P08120	1779	Type IV collagen family	3D-structure;Basement membrane;Collagen;Disulfide bond;Extracellular matrix;Glycoprotein;Hydroxylation;Reference proteome;Repeat;Secreted;Signal
P08121	1464	Fibrillar collagen family	Calcium;Collagen;Disulfide bond;Extracellular matrix;Glycoprotein;Hydroxylation;Metal-binding;Reference proteome;Repeat;Secreted;Signal
P08122	1707	Type IV collagen family	Angiogenesis;Basement membrane;Bromination;Collagen;Disulfide bond;Extracellular matrix;Glycoprotein;Hydroxylation;Reference proteome;Repeat;Secreted;Signal
P08123	1366	Fibrillar collagen family	3D-structure;Calcium;Chromosomal rearrangement;Collagen;Direct protein sequencing;Disease variant;Disulfide bond;Dwarfism;Ehlers-Danlos syndrome;Extracellular matrix;Glycoprotein;Hydroxylation;Metal-binding;Osteogenesis imperfecta;Proteomics identification;Pyrrolidone carboxylic acid;Reference proteome;Repeat;Secreted;Signal
P08124	301	Cuticular collagen family	Collagen;Cuticle;Disulfide bond;Reference proteome;Repeat;Secreted;Signal
P08125	674		Calcium;Collagen;Direct protein sequencing;Extracellular matrix;Hydroxylation;Metal-binding;Reference proteome;Repeat;Secreted;Signal
P08138	427		3D-structure;Alternative splicing;Apoptosis;Biological rhythms;Cell membrane;Cell projection;Cytoplasm;Developmental protein;Differentiation;Disulfide bond;Glycoprotein;Membrane;Neurogenesis;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Signal;Synapse;Transmembrane;Transmembrane helix
P08144	494	Glycosyl hydrolase 13 family	3D-structure;Calcium;Carbohydrate metabolism;Chloride;Disulfide bond;Glycosidase;Hydrolase;Metal-binding;Pyrrolidone carboxylic acid;Reference proteome;Signal
P08162	125	Vasopressin/oxytocin family	Amidation;Cleavage on pair of basic residues;Disulfide bond;Hormone;Secreted;Signal
P08163	159	Vasopressin/oxytocin family	Amidation;Cleavage on pair of basic residues;Disulfide bond;Glycoprotein;Hormone;Secreted;Signal
P08169	2499	MRL1/IGF2R family	3D-structure;Acetylation;Disulfide bond;Endosome;Glycoprotein;Golgi apparatus;Lipoprotein;Membrane;Methylation;Palmitate;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Transport
P08171	544	Type-B carboxylesterase/lipase family	3D-structure;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Reference proteome;Secreted;Serine esterase;Signal
P08174	381	Receptors of complement activation (RCA) family	3D-structure;Alternative splicing;Blood group antigen;Cell membrane;Complement pathway;Direct protein sequencing;Disease variant;Disulfide bond;Glycoprotein;GPI-anchor;Host cell receptor for virus entry;Host-virus interaction;Immunity;Innate immunity;Lipoprotein;Membrane;Proteomics identification;Receptor;Reference proteome;Repeat;Secreted;Signal;Sushi
P08176	320	Peptidase C1 family	3D-structure;Allergen;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Protease;Reference proteome;Secreted;Signal;Thiol protease;Zymogen
P08185	405	Serpin family	3D-structure;Direct protein sequencing;Disease variant;Glycoprotein;Lipid-binding;Proteomics identification;Reference proteome;Secreted;Signal;Steroid-binding;Transport
P08217	269	Peptidase S1 family, Elastase subfamily	Diabetes mellitus;Direct protein sequencing;Disease variant;Disulfide bond;Hydrolase;Obesity;Protease;Proteomics identification;Reference proteome;Secreted;Serine protease;Signal;Zymogen
P08218	269	Peptidase S1 family, Elastase subfamily	Disulfide bond;Hydrolase;Protease;Proteomics identification;Reference proteome;Secreted;Serine protease;Signal;Zymogen
P08219	456	Ligand-gated ion channel (TC 1.A.9) family, Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily, GABRA1 sub-subfamily	Cell membrane;Chloride;Chloride channel;Cytoplasmic vesicle;Direct protein sequencing;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport
P08220	474	Ligand-gated ion channel (TC 1.A.9) family, Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily, GABRB1 sub-subfamily	Cell membrane;Chloride;Chloride channel;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport
P08226	311	Apolipoprotein A1/A4/E family	3D-structure;Chylomicron;Direct protein sequencing;Endosome;Extracellular matrix;Glycoprotein;HDL;Heparin-binding;Lipid transport;Lipid-binding;Oxidation;Phosphoprotein;Reference proteome;Repeat;Secreted;Signal;Transport;VLDL
P08236	651	Glycosyl hydrolase 2 family	3D-structure;Alternative splicing;Direct protein sequencing;Disease variant;Glycoprotein;Glycosidase;Hydrolase;Lysosome;Mucopolysaccharidosis;Proteomics identification;Reference proteome;Signal
