Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q1KLY0	reviewed	CAMP_NOMCO	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Nomascus concolor (Black crested gibbon) (Hylobates concolor)	170
Q1KLY2	reviewed	CAMP_NOMGA	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Nomascus gabriellae (Southern yellow-cheeked crested gibbon) (Hylobates gabriellae)	170
Q1KLY3	reviewed	CAMP_GORGO	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Gorilla gorilla gorilla (Western lowland gorilla)	170
Q1KLY4	reviewed	CAMP_CALJA	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	170
Q1KLY5	reviewed	CAMP_CEBCA	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Cebus capucinus (White-faced sapajou)	170
Q1KLY6	reviewed	CAMP_CHLAE	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)	170
Q1KLY7	reviewed	CAMP_ATEFU	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Ateles fusciceps (Brown-headed spider monkey) (Ateles geoffroyi fusciceps)	170
Q1KLY8	reviewed	CAMP_ATEFR	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Ateles fusciceps robustus (Colombian black-faced spider monkey)	170
Q1L658	reviewed	FA102_PSETE	Coagulation factor X isoform 2 (PFX2) (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Pseudonaja textilis (Eastern brown snake)	463
Q1L659	reviewed	FA101_PSETE	Coagulation factor X isoform 1 (PFX1) (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Pseudonaja textilis (Eastern brown snake)	483
Q1L6U9	reviewed	MSMP_HUMAN	Prostate-associated microseminoprotein (PC3-secreted microprotein)	MSMP PSMP	Homo sapiens (Human)	139
Q1L867	reviewed	FNDC5_DANRE	Fibronectin type III domain-containing protein 5b [Cleaved into: Irisin]	fndc5b si:dkey-264p5.1	Danio rerio (Zebrafish) (Brachydanio rerio)	207
Q1LZF7	reviewed	PTH1R_BOVIN	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)	PTH1R PTHR1	Bos taurus (Bovine)	589
Q1LZF8	reviewed	CLCC1_BOVIN	Chloride channel CLIC-like protein 1 (ER anion channel 1) (ERAC1)	CLCC1	Bos taurus (Bovine)	542
Q1M0Y5	reviewed	PERA4_PERAM	Allergen Per a 4 (allergen Per a 4)		Periplaneta americana (American cockroach) (Blatta americana)	183
Q1PBC5	reviewed	SFTPD_MACMU	Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Lung surfactant protein D)	SFTPD	Macaca mulatta (Rhesus macaque)	375
Q1PBD1	reviewed	VM2DI_GLOHA	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin halystatin (Disintegrin brevicaudin-1b)]		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	477
Q1PS45	reviewed	VM3AK_DEIAC	Zinc metalloproteinase-disintegrin-like agkihagin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	608
Q1RMJ5	reviewed	DRS7C_BOVIN	Dehydrogenase/reductase SDR family member 7C (EC 1.1.1.105) (Sarcoplasmic reticulum protein of 35 kDa) (Protein SRP-35) (Short-chain dehydrogenase/reductase family 32C member 2) (Protein SDR32C2)	DHRS7C SDR32C2	Bos taurus (Bovine)	311
Q1RMU1	reviewed	RSPO3_BOVIN	R-spondin-3 (Roof plate-specific spondin-3)	RSPO3	Bos taurus (Bovine)	273
Q1RMU3	reviewed	P4HA1_BOVIN	Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)	P4HA1	Bos taurus (Bovine)	534
Q1RPR6	reviewed	ITB6_PIG	Integrin beta-6	ITGB6	Sus scrofa (Pig)	788
Q1W7Q6	reviewed	NGFV_CRYNI	Venom nerve growth factor (v-NGF) (vNGF)		Cryptophis nigrescens (Eastern small-eyed snake) (Rhinoplocephalus nigrescens)	243
Q1WER1	reviewed	EPCAM_MACMU	Epithelial cell adhesion molecule (Ep-CAM) (Tumor-associated calcium signal transducer 1) (CD antigen CD326)	TACSTD1 EPCAM	Macaca mulatta (Rhesus macaque)	314
Q1XF11	reviewed	HCST_BOVIN	Hematopoietic cell signal transducer (DNAX-activation protein 10) (Membrane protein DAP10)	HCST DAP10	Bos taurus (Bovine)	79
Q1XI86	reviewed	IMPG2_CHICK	Interphotoreceptor matrix proteoglycan 2 (Sialoprotein associated with cones and rods proteoglycan) (Spacrcan)	IMPG2	Gallus gallus (Chicken)	1423
Q1ZY03	reviewed	PA2B_DEIAC	Basic phospholipase A2 DAV-N6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	138
Q20065	reviewed	P4HA2_CAEEL	Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)	phy-2 F35G2.4	Caenorhabditis elegans	539
Q20176	reviewed	NAS39_CAEEL	Zinc metalloproteinase nas-39 (EC 3.4.24.-) (Nematode astacin 39)	nas-39 F38E9.2	Caenorhabditis elegans	928
Q202J4	reviewed	DTSPH_IXOSC	Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)	SPH	Ixodes scapularis (Black-legged tick) (Deer tick)	364
Q20754	reviewed	COL38_CAEEL	Cuticle collagen 38	col-38 F54C9.4	Caenorhabditis elegans	287
Q20826	reviewed	GLIT1_CAEEL	Neuroligin-like protein glit-1 (Gliotactin homolog) (Inactive esterase glit-1)	glit-1 F55D10.3	Caenorhabditis elegans	730
Q20942	reviewed	NAS38_CAEEL	Zinc metalloproteinase nas-38 (EC 3.4.24.-) (Nematode astacin 38)	nas-38 F57C12.1	Caenorhabditis elegans	727
Q20967	reviewed	LYS5_CAEEL	Lysozyme-like protein 5	lys-5 F58B3.2	Caenorhabditis elegans	215
Q20FD0	reviewed	FGF5_CANLF	Fibroblast growth factor 5 (FGF-5)	FGF5	Canis lupus familiaris (Dog) (Canis familiaris)	270
Q21005	reviewed	ACC1_CAEEL	Acetylcholine-gated chloride channel subunit acc-1	acc-1 F58G6.4	Caenorhabditis elegans	466
Q21038	reviewed	VER3_CAEEL	Tyrosine-protein kinase receptor ver-3 (EC 2.7.10.1) (Vascular endothelial growth factor receptor related 3)	ver-3 F59F3.1	Caenorhabditis elegans	1227
Q21109	reviewed	ENDOU_CAEEL	Endoribonuclease endu-1 (EC 4.6.1.-) (Poly(U)-specific endoribonuclease homolog) (Uridylate-specific endoribonuclease homolog)	endu-1 K02A11.3	Caenorhabditis elegans	307
Q21376	reviewed	SULF1_CAEEL	Putative extracellular sulfatase Sulf-1 homolog (CeSulf-1) (EC 3.1.6.-)	sul-1 K09C4.8	Caenorhabditis elegans	709
Q22125	reviewed	ZIG6_CAEEL	Zwei Ig domain protein zig-6 (2 Ig domain protein zig-6)	zig-6 T03G11.8	Caenorhabditis elegans	243
Q22235	reviewed	ENPL1_CAEEL	Endoplasmin homolog	enpl-1 T05E11.3	Caenorhabditis elegans	760
Q22328	reviewed	LEV9_CAEEL	Protein lev-9	lev-9 T07H6.5	Caenorhabditis elegans	622
Q22531	reviewed	AMP2_CAEEL	Putative aminopeptidase-2 (EC 3.4.11.-)	T16G12.1	Caenorhabditis elegans	1890
Q22687	reviewed	IL171_CAEEL	Interleukin cytokine-related protein 17.1 (Interleukin 17 cytokine-related protein 1)	ilc-17.1 T22H6.1	Caenorhabditis elegans	221
Q23628	reviewed	LON3_CAEEL	Cuticle collagen lon-3	lon-3 ZK836.1	Caenorhabditis elegans	324
Q24155	reviewed	TRUNK_DROME	Protein trunk	trk CG5619	Drosophila melanogaster (Fruit fly)	226
Q24388	reviewed	LSP2_DROME	Larval serum protein 2 (LSP-2) (Hexamerin-2)	Lsp2 CG6806	Drosophila melanogaster (Fruit fly)	701
Q24702	reviewed	DVA1_DICVI	DVA-1 polyprotein (Allergen 1) (Antigen 1) (Nematode polyprotein allergen DVA-1) (NPA DVA-1) [Cleaved into: DVA-1 unit A; DVA-1 unit B; DVA-1 unit C; DVA-1 unit D; DVA-1 unit E; DVA-1 unit F; DVA-1 unit G; DVA-1 unit H; DVA-1 unit I; DVA-1 unit J; DVA-1 unit K; DVA-1 unit L; C-terminal extension peptide]	DVA-1	Dictyocaulus viviparus (Bovine lungworm)	1557
Q24760	reviewed	FRIZ_DROVI	Frizzled (Frizzled-1) (dFz1)	fz GJ11377	Drosophila virilis (Fruit fly)	580
Q25060	reviewed	LWA_HYDEC	LWamide neuropeptides [Cleaved into: LWamide I; LWamide II; LWS]		Hydractinia echinata (Snail fur) (Hermit crab hydroid)	419
Q25154	reviewed	CHHB_HOMAM	Crustacean hyperglycemic hormones isoform B [Cleaved into: CHH precursor-related peptide B (CPRP-B); Crustacean hyperglycemic hormone B (CHH-B)]		Homarus americanus (American lobster)	134
Q25197	reviewed	HTK7_HYDVU	Putative insulin-like peptide receptor (EC 2.7.10.1)	HTK7	Hydra vulgaris (Hydra) (Hydra attenuata)	1477
Q25410	reviewed	MIPR_LYMST	Putative molluscan insulin-related peptide(s) receptor (EC 2.7.10.1) [Cleaved into: Putative molluscan insulin-related peptide(s) receptor alpha chain; Putative molluscan insulin-related peptide(s) receptor beta chain]		Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	1607
Q25461	reviewed	ARNP_MYTED	APGW-amide-related neuropeptide [Cleaved into: RPGW-amide; KPGW-amide; TPGW-amide]		Mytilus edulis (Blue mussel)	196
Q25619	reviewed	FAR1_ONCVO	Fatty-acid and retinol-binding protein 1 (Antigen maltose-binding protein) (Ov-FAR-1) (Ov20) (OvMBP/11) (OvS1) (S1 protein)	far-1 MOv2	Onchocerca volvulus	178
Q26239	reviewed	NP1_RHOPR	Nitrophorin-1 (NP1)		Rhodnius prolixus (Triatomid bug)	207
Q26422	reviewed	LFC_CARRO	Limulus clotting factor C (FC) (EC 3.4.21.84) [Cleaved into: Limulus clotting factor C heavy chain; Limulus clotting factor C light chain; Limulus clotting factor C chain A; Limulus clotting factor C chain B]		Carcinoscorpius rotundicauda (Mangrove horseshoe crab) (Limulus rotundicauda)	1019
Q26443	reviewed	O16B_CONMR	Mu-conotoxin MrVIB (CGX-1002)		Conus marmoreus (Marble cone)	82
Q26473	reviewed	SEM1A_SCHAM	Semaphorin-1A (Fasciclin IV) (Fasciclin-4) (Semaphorin-I) (Sema I)	SEMA-1A FAS4	Schistocerca americana (American grasshopper)	730
Q26551	reviewed	PPIB_SCHMA	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Rotamase B) (S-cyclophilin)	CYP	Schistosoma mansoni (Blood fluke)	213
Q26636	reviewed	CATL_SARPE	Cathepsin L (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]		Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)	339
Q27085	reviewed	LICI1_TACTR	Intracellular coagulation inhibitor 1 (Limulus intracellular coagulation inhibitor 1) (LICI-1)		Tachypleus tridentatus (Japanese horseshoe crab)	418
Q27086	reviewed	LICI2_TACTR	Intracellular coagulation inhibitor 2 (Limulus intracellular coagulation inhibitor 2) (LICI-2)		Tachypleus tridentatus (Japanese horseshoe crab)	408
Q27289	reviewed	CTR1_ANOGA	Chymotrypsin-1 (EC 3.4.21.1) (AnChym1)	CHYM1 AGAP006709	Anopheles gambiae (African malaria mosquito)	259
Q27459	reviewed	ACE1_CAEBR	Acetylcholinesterase 1 (AChE 1) (EC 3.1.1.7)	ace-1 CBG16374	Caenorhabditis briggsae	620
Q27677	reviewed	ACES_LEPDE	Acetylcholinesterase (AChE) (EC 3.1.1.7)		Leptinotarsa decemlineata (Colorado potato beetle) (Doryphora decemlineata)	629
Q27701	reviewed	NANL_MACDE	Anhydrosialidase (EC 4.2.2.15) (Anhydroneuraminidase) (Sialidase L)		Macrobdella decora (North American leech)	762
Q27968	reviewed	DNJC3_BOVIN	DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)	DNAJC3 P58IPK	Bos taurus (Bovine)	504
Q27972	reviewed	CHAD_BOVIN	Chondroadherin (38 kDa bone protein) (Cartilage leucine-rich protein) [Cleaved into: Chondroadherin minor form]	CHAD	Bos taurus (Bovine)	361
Q27996	reviewed	LYSCT_BOVIN	Lysozyme C, tracheal isozyme (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)		Bos taurus (Bovine)	147
Q27IM2	reviewed	PTHY_HORSE	Parathyroid hormone (PTH) (Parathyrin)	PTH	Equus caballus (Horse)	115
Q27Q54	reviewed	B1H2_LOXIN	Dermonecrotic toxin LiSicTox-betaIA1ii (EC 4.6.1.-) (Dermonecrotic toxin-like II) (Loxtox i7) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D 7) (SMD 7) (Smase D 7) (Sphingomyelinase D 7)		Loxosceles intermedia (Brown spider)	304
Q28005	reviewed	LSHR_BOVIN	Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LSH-R)	LHCGR	Bos taurus (Bovine)	701
Q28028	reviewed	IL15_BOVIN	Interleukin-15 (IL-15)	IL15	Bos taurus (Bovine)	162
Q28034	reviewed	GLU2B_BOVIN	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH) (Vacuolar system-associated protein 60) (VASAP-60)	PRKCSH	Bos taurus (Bovine)	533
Q28038	reviewed	MIA_BOVIN	Melanoma-derived growth regulatory protein (Cartilage-derived retinoic acid-sensitive protein) (CD-RAP) (Melanoma inhibitory activity protein)	MIA CDRAP	Bos taurus (Bovine)	130
Q28042	reviewed	OVGP1_BOVIN	Oviduct-specific glycoprotein (Estrogen-dependent oviduct protein) (Oviductal glycoprotein) (Oviductin)	OVGP1 OGP	Bos taurus (Bovine)	537
Q28057	reviewed	PAG2_BOVIN	Pregnancy-associated glycoprotein 2 (PAG 2) (EC 3.4.23.-)	PAG2	Bos taurus (Bovine)	376
Q28060	reviewed	DSC3_BOVIN	Desmocollin-3	DSC3	Bos taurus (Bovine)	896
Q28062	reviewed	PGCB_BOVIN	Brevican core protein	BCAN	Bos taurus (Bovine)	912
Q28071	reviewed	CD28_BOVIN	T-cell-specific surface glycoprotein CD28 (CD antigen CD28)	CD28	Bos taurus (Bovine)	219
Q28072	reviewed	CD3D_BOVIN	T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d)	CD3D	Bos taurus (Bovine)	168
Q28073	reviewed	CD3E_BOVIN	T-cell surface glycoprotein CD3 epsilon chain (CD antigen CD3e)	CD3E	Bos taurus (Bovine)	192
Q28074	reviewed	CD3G_BOVIN	T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g)	CD3G	Bos taurus (Bovine)	173
Q28106	reviewed	CNTN1_BOVIN	Contactin-1 (Neural cell surface protein F3)	CNTN1	Bos taurus (Bovine)	1018
Q28110	reviewed	FCGR2_BOVIN	Low affinity immunoglobulin gamma Fc region receptor II (IgG Fc receptor II) (Fc-gamma RII) (FcRII) (CD antigen CD32)	FCGR2	Bos taurus (Bovine)	296
Q28125	reviewed	ICAM3_BOVIN	Intercellular adhesion molecule 3 (ICAM-3) (CD antigen CD50)	ICAM3	Bos taurus (Bovine)	544
Q28133	reviewed	ALL2_BOVIN	Allergen Bos d 2 (Dander major allergen BDA20) (Dermal allergen BDA20) (allergen Bos d 2)		Bos taurus (Bovine)	172
Q28153	reviewed	CELA1_BOVIN	Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase I) (Elastase-1)	CELA1 ELA1	Bos taurus (Bovine)	266
Q28203	reviewed	TNR5_BOVIN	Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (CD40L receptor) (CD antigen CD40)	CD40 TNFRSF5	Bos taurus (Bovine)	280
Q28216	reviewed	CD59_CHLAE	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)	CD59	Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)	128
Q28235	reviewed	PRLR_CEREL	Prolactin receptor (PRL-R)	PRLR	Cervus elaphus (Red deer)	581
Q28256	reviewed	GP1BA_CANLF	Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (CD antigen CD42b) [Cleaved into: Glycocalicin]	GP1BA	Canis lupus familiaris (Dog) (Canis familiaris)	677
Q28268	reviewed	IL12B_CANLF	Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40)	IL12B	Canis lupus familiaris (Dog) (Canis familiaris)	329
Q28318	reviewed	PRL_CAPHI	Prolactin (PRL)	PRL	Capra hircus (Goat)	229
Q28319	reviewed	IL6_CAPHI	Interleukin-6 (IL-6)	IL6	Capra hircus (Goat)	208
Q28334	reviewed	IL3_CALJA	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	IL3	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	142
Q28343	reviewed	PGCA_CANLF	Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)	ACAN AGC1	Canis lupus familiaris (Dog) (Canis familiaris)	2333
Q28374	reviewed	IL10_HORSE	Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF)	IL10	Equus caballus (Horse)	178
Q28478	reviewed	ADAM2_MACFA	Disintegrin and metalloproteinase domain-containing protein 2 (ADAM 2) (Fertilin subunit beta) (PH-30) (PH30) (PH30-beta)	ADAM2 FTNB QtsA-17331	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	735
Q28483	reviewed	ADAM5_MACFA	Disintegrin and metalloproteinase domain-containing protein 5 (Transmembrane metalloproteinase-like, disintegrin-like, and cysteine-rich protein II) (tMDC II)	ADAM5 TMDC2	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	756
Q28522	reviewed	ALBU_MACMU	Albumin	ALB	Macaca mulatta (Rhesus macaque)	600
Q28542	reviewed	OVGP1_SHEEP	Oviduct-specific glycoprotein (Estrogen-dependent oviduct protein) (Estrus-associated oviductal glycoprotein) (OEGP) (Oviductal glycoprotein) (Oviductin)	OVGP1 OGP	Ovis aries (Sheep)	539
Q28560	reviewed	AVR2A_SHEEP	Activin receptor type-2A (EC 2.7.11.30) (Activin receptor type IIA) (ACTR-IIA)	ACVR2A ACTRII ACVR2	Ovis aries (Sheep)	513
Q28565	reviewed	CD1B1_SHEEP	T-cell surface glycoprotein CD1b-1 (sCD1A-25) (CD antigen CD1b-1)		Ovis aries (Sheep)	333
Q28575	reviewed	GHR_SHEEP	Growth hormone receptor (GH receptor) (Somatotropin receptor) [Cleaved into: Growth hormone-binding protein (GH-binding protein) (GHBP) (Serum-binding protein)]	GHR	Ovis aries (Sheep)	634
Q28612	reviewed	UD14_RABIT	UDP-glucuronosyltransferase 1A4 (UGT1A4) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-4) (UDPGT 1-4) (UGT1*4) (UGT1-04) (UGT1.4)	Ugt1a4	Oryctolagus cuniculus (Rabbit)	532
Q28616	reviewed	AMHR2_RABIT	Anti-Muellerian hormone type-2 receptor (EC 2.7.11.30) (Anti-Muellerian hormone type II receptor) (AMH type II receptor) (MIS type II receptor) (MISRII) (MRII)	AMHR2	Oryctolagus cuniculus (Rabbit)	569
Q28634	reviewed	CAD16_RABIT	Cadherin-16 (Kidney-specific cadherin) (Ksp-cadherin)	CDH16	Oryctolagus cuniculus (Rabbit)	829
Q28660	reviewed	ADAM2_RABIT	Disintegrin and metalloproteinase domain-containing protein 2 (ADAM 2) (Fertilin subunit beta) (PH-30) (PH30) (PH30-beta)	ADAM2 FTNB	Oryctolagus cuniculus (Rabbit)	751
Q28670	reviewed	PGCA_RABIT	Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)	ACAN AGC1	Oryctolagus cuniculus (Rabbit)	2167
Q28686	reviewed	SGCA_RABIT	Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin) (Dystroglycan-2)	SGCA ADL DAG2	Oryctolagus cuniculus (Rabbit)	387
Q28730	reviewed	ICAM5_RABIT	Intercellular adhesion molecule 5 (ICAM-5) (Telencephalin)	ICAM5 TLCN	Oryctolagus cuniculus (Rabbit)	912
Q28740	reviewed	BASI_RABIT	Basigin (CD antigen CD147)	BSG	Oryctolagus cuniculus (Rabbit)	270
Q28747	reviewed	IL6_ORCOR	Interleukin-6 (IL-6)	IL6	Orcinus orca (Killer whale) (Delphinus orca)	205
Q28755	reviewed	PAG1_SHEEP	Pregnancy-associated glycoprotein 1 (PAG 1) (Inactive aspartic protease PAG-1) (Pregnancy-associated glycoprotein 66d) (ovPAG 66d)		Ovis aries (Sheep)	382
Q28768	reviewed	LYAM1_PAPHA	L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (CD antigen CD62L)	SELL	Papio hamadryas (Hamadryas baboon)	372
Q28785	reviewed	CD59_PAPSP	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)	CD59	Papio sp. (Baboon)	126
Q28789	reviewed	FETA_PANTR	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	AFP	Pan troglodytes (Chimpanzee)	609
Q28806	reviewed	ICAM1_PANTR	Intercellular adhesion molecule 1 (ICAM-1) (CD antigen CD54)	ICAM1	Pan troglodytes (Chimpanzee)	532
Q28809	reviewed	IL3_PANTR	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	IL3	Pan troglodytes (Chimpanzee)	152
Q28819	reviewed	IL6_PHOVI	Interleukin-6 (IL-6)	IL6	Phoca vitulina (Harbor seal)	209
Q28862	reviewed	SIAL_BOVIN	Integrin-binding sialoprotein (Bone sialoprotein 2) (Bone sialoprotein II) (BSP II) (Cell-binding sialoprotein)	IBSP	Bos taurus (Bovine)	310
Q28895	reviewed	NPC2_CANLF	NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (cE1) (Niemann Pick type C2 protein homolog)	NPC2	Canis lupus familiaris (Dog) (Canis familiaris)	149
Q28949	reviewed	MA2B2_PIG	Epididymis-specific alpha-mannosidase (Epman) (EC 3.2.1.24) (Core-specific lysosomal alpha-1,6-Mannosidase) (Mannosidase alpha class 2B member 2)	MAN2B2	Sus scrofa (Pig)	995
Q28990	reviewed	OVGP1_PIG	Oviduct-specific glycoprotein (Estrogen-dependent oviduct protein) (Oviductal glycoprotein) (Oviductin) (POSP-E3)	OVGP1 OGP	Sus scrofa (Pig)	527
Q28BQ6	reviewed	TMED1_XENTR	Transmembrane emp24 domain-containing protein 1 (p24 family protein gamma-1) (p24gamma1)	tmed1 TNeu055d12.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	220
Q28EW0	reviewed	GPHCC_XENTR	Golgi-pH regulating cation channel (Elkin1) (Transmembrane protein 87A)	tmem87a golphcat TGas047b06.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	541
Q28GB8	reviewed	NODAL_XENTR	Nodal homolog (Nodal-related protein 1)	nodal nr1 TGas124h10.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	403
Q28J82	reviewed	W11B2_XENTR	Protein Wnt-11b-2	wnt11b-2 wnt11 wnt11b TNeu076g04.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	353
Q29037	reviewed	CD4_SAISC	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	Saimiri sciureus (Common squirrel monkey)	457
Q29041	reviewed	FCN2_PIG	Ficolin-2 (Collagen/fibrinogen domain-containing protein 2) (Ficolin-B) (Ficolin-beta) (L-ficolin)	FCN2	Sus scrofa (Pig)	323
Q29042	reviewed	FCN1_PIG	Ficolin-1 (Ficolin-A) (Ficolin-alpha)	FCN1	Sus scrofa (Pig)	326
Q29074	reviewed	NGF_PIG	Beta-nerve growth factor (Beta-NGF)	NGF NGFB	Sus scrofa (Pig)	229
Q29075	reviewed	NKL_PIG	Antimicrobial peptide NK-lysin (NKL)	NKL	Sus scrofa (Pig)	129
Q29095	reviewed	PTGDS_PIG	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	PTGDS	Sus scrofa (Pig)	189
Q290N5	reviewed	PTK7_DROPS	Tyrosine-protein kinase-like otk (Tyrosine-protein kinase-like 7 homolog)	otk GA21443	Drosophila pseudoobscura pseudoobscura (Fruit fly)	1037
Q29118	reviewed	CSF2_PIG	Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF)	CSF2	Sus scrofa (Pig)	144
