Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
B4H0S8	reviewed	MOCOS_DROPE	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase) (Protein maroon-like) (Ma-l)	mal GL15793	Drosophila persimilis (Fruit fly)	796
B4H2S0	reviewed	ENY2_DROPE	Enhancer of yellow 2 transcription factor	e(y)2 GL26889	Drosophila persimilis (Fruit fly)	100
B4H4I3	reviewed	TRMB_DROPE	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	GL18335	Drosophila persimilis (Fruit fly)	247
B4H4U3	reviewed	T23O_DROPE	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Protein vermilion) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	v GL18243	Drosophila persimilis (Fruit fly)	380
B4H6M2	reviewed	COQ4_DROPE	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4 homolog)	GL15483	Drosophila persimilis (Fruit fly)	267
B4H732	reviewed	SRRT_DROPE	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2 homolog)	Ars2 GL11804	Drosophila persimilis (Fruit fly)	951
B4H8J5	reviewed	ASNA_DROPE	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	GL20106	Drosophila persimilis (Fruit fly)	336
B4H9W2	reviewed	UBE2S_DROPE	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (Ubiquitin carrier protein S) (Ubiquitin-protein ligase S)	GL16001	Drosophila persimilis (Fruit fly)	209
B4HBD2	reviewed	EI3F2_DROPE	Eukaryotic translation initiation factor 3 subunit F-2 (eIF3f-2) (Eukaryotic translation initiation factor 3 subunit 5-2)	eIF3f2 eIF3-S5-2 GL16249	Drosophila persimilis (Fruit fly)	288
B4HEQ8	reviewed	RRF2M_DROSE	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	mRRF2 EF-G2 GM26450	Drosophila sechellia (Fruit fly)	692
B4HFV9	reviewed	EI3D1_DROSE	Eukaryotic translation initiation factor 3 subunit D-1 (eIF3d-1) (Eukaryotic translation initiation factor 3 subunit 7-1) (Eukaryotic translation initiation factor 3 subunit p66)	eIF3d1 eIF-3p66 GM26513	Drosophila sechellia (Fruit fly)	560
B4HHG8	reviewed	EI3D2_DROSE	Eukaryotic translation initiation factor 3 subunit D-2 (eIF3d-2) (Eukaryotic translation initiation factor 3 subunit 7-2)	eIF3d2 eIF3-S7-2 GM26037	Drosophila sechellia (Fruit fly)	550
B4HI06	reviewed	JUPIT_DROSE	Microtubule-associated protein Jupiter	Jupiter GM26090	Drosophila sechellia (Fruit fly)	315
B4HIJ8	reviewed	FLOWR_DROSE	Calcium channel flower	flower GM24464	Drosophila sechellia (Fruit fly)	194
B4HIK1	reviewed	KLHDB_DROSE	Kelch-like protein diablo	dbo GM25560	Drosophila sechellia (Fruit fly)	623
B4HJA7	reviewed	CRBN_DROSE	Protein cereblon (Protein ohgata)	ohgt crbn GM23853	Drosophila sechellia (Fruit fly)	587
B4HKJ7	reviewed	SMG_DROSE	Protein Smaug	smg GM24897	Drosophila sechellia (Fruit fly)	998
B4HKS2	reviewed	COQ4_DROSE	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4 homolog)	GM24332	Drosophila sechellia (Fruit fly)	268
B4HMV9	reviewed	EIF3B_DROSE	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9)	eIF3b eIF3-S9 GM21793	Drosophila sechellia (Fruit fly)	690
B4HMY3	reviewed	EIF3C_DROSE	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)	eIF3c eIF3-S8 GM21808	Drosophila sechellia (Fruit fly)	910
B4HNS0	reviewed	TRE11_DROSE	Facilitated trehalose transporter Tret1-1	Tret1-1 GM21298	Drosophila sechellia (Fruit fly)	857
B4HQ29	reviewed	FBSP1_DROSE	F-box/SPRY domain-containing protein 1	Fsn GM20297	Drosophila sechellia (Fruit fly)	255
B4HR14	reviewed	EIF3M_DROSE	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (Transport and Golgi organization protein 7) (Tango-7)	Tango7 GM20228	Drosophila sechellia (Fruit fly)	387
B4HR35	reviewed	ASNA_DROSE	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	GM20779	Drosophila sechellia (Fruit fly)	335
B4HR78	reviewed	KTU_DROSE	Protein kintoun (Dynein assembly factor 2, axonemal homolog) (PP1-interacting protein 20)	Nop17l Ppi20 GM20755	Drosophila sechellia (Fruit fly)	838
B4HSL7	reviewed	CTU1_DROSE	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	GM20632	Drosophila sechellia (Fruit fly)	343
B4HVA2	reviewed	URM1_DROSE	Ubiquitin-related modifier 1 homolog	Urm1 GM13742	Drosophila sechellia (Fruit fly)	101
B4HW93	reviewed	PESC_DROSE	Pescadillo homolog	GM12330	Drosophila sechellia (Fruit fly)	627
B4HXL7	reviewed	DRE2_DROSE	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	CIAPIN1 l(2)35Bg GM14566	Drosophila sechellia (Fruit fly)	248
B4HY41	reviewed	EFGM_DROSE	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mEFG1 ico GM13604	Drosophila sechellia (Fruit fly)	745
B4HZE8	reviewed	FOSL_DROSE	Transcription factor kayak	kay GM12821	Drosophila sechellia (Fruit fly)	549
B4I029	reviewed	MTNA_DROSE	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	GM12085	Drosophila sechellia (Fruit fly)	364
B4I0W6	reviewed	NCBP1_DROSE	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	Cbp80 GM12358	Drosophila sechellia (Fruit fly)	800
B4I195	reviewed	EIF3I_DROSE	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog)	eIF3i eif3-S2 Trip1 GM18055	Drosophila sechellia (Fruit fly)	326
B4I1C2	reviewed	EIF3H_DROSE	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3)	eIF-3p40 eif3-S3 GM18040	Drosophila sechellia (Fruit fly)	338
B4I298	reviewed	WRNXO_DROSE	3'-5' exonuclease (EC 3.1.11.-) (Werner Syndrome-like exonuclease)	WRNexo GM18710	Drosophila sechellia (Fruit fly)	354
B4I2S0	reviewed	RS21_DROSE	Small ribosomal subunit protein eS21 (40S ribosomal protein S21) (Overgrown hematopoietic organs at 23B)	RpS21 oho23B GM18373	Drosophila sechellia (Fruit fly)	83
B4I3P3	reviewed	EIF3A_DROSE	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10)	eIF3a eIF3-S10 GM10701	Drosophila sechellia (Fruit fly)	1141
B4I3R2	reviewed	SLX1_DROSE	Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-)	slx1 GM10768	Drosophila sechellia (Fruit fly)	298
B4I3S1	reviewed	EI3F1_DROSE	Eukaryotic translation initiation factor 3 subunit F-1 (eIF3f-1) (Eukaryotic translation initiation factor 3 subunit 5-1)	eIF3f1 eIF3-S5-1 GM10688	Drosophila sechellia (Fruit fly)	280
B4I3X6	reviewed	ENOPH_DROSE	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	GM10653	Drosophila sechellia (Fruit fly)	256
B4I4Y1	reviewed	DGKH_DROSE	Diacylglycerol kinase eta (DAG kinase eta) (EC 2.7.1.107)	GM10981	Drosophila sechellia (Fruit fly)	1914
B4I540	reviewed	NUBP1_DROSE	Cytosolic Fe-S cluster assembly factor Nubp1 homolog	Nubp1 GM17199	Drosophila sechellia (Fruit fly)	311
B4I5P7	reviewed	HOOK_DROSE	Protein hook	hook hk GM17040	Drosophila sechellia (Fruit fly)	679
B4I9F6	reviewed	RSSA_DROSE	Small ribosomal subunit protein uS2 (40S ribosomal protein SA) (Protein stubarista)	sta GM18969	Drosophila sechellia (Fruit fly)	270
B4I9J6	reviewed	PGAM5_DROSE	Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)	Pgam5 GM18947	Drosophila sechellia (Fruit fly)	289
B4I9N7	reviewed	TRMB_DROSE	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	GM18921	Drosophila sechellia (Fruit fly)	256
B4I9X1	reviewed	EI3G1_DROSE	Eukaryotic translation initiation factor 3 subunit G-1 (Eukaryotic translation initiation factor 3 RNA-binding subunit 1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1)	eIF3g1 eIF3-S4 eIF3ga GM18870	Drosophila sechellia (Fruit fly)	269
B4IAA7	reviewed	LIAS_DROSE	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	Las GM22215	Drosophila sechellia (Fruit fly)	377
B4IB36	reviewed	MAEL_DROSE	Protein maelstrom	mael GM22468	Drosophila sechellia (Fruit fly)	394
B4IBA4	reviewed	NCBP2_DROSE	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	Cbp20 GM15280	Drosophila sechellia (Fruit fly)	154
B4IBY3	reviewed	NOL6_DROSE	Nucleolar protein 6 (Maternal transcript 89Ba)	Mat89Ba GM15447	Drosophila sechellia (Fruit fly)	1196
B4IC49	reviewed	LST2_DROSE	Lateral signaling target protein 2 homolog	GM10129	Drosophila sechellia (Fruit fly)	975
B4IDM2	reviewed	NNRE_DROSE	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	GM11335	Drosophila sechellia (Fruit fly)	230
B4IDV8	reviewed	T23O_DROSE	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Protein vermilion) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	v GM11443	Drosophila sechellia (Fruit fly)	379
B4IF39	reviewed	UBE2S_DROSE	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (Ubiquitin carrier protein S) (Ubiquitin-protein ligase S)	GM13299	Drosophila sechellia (Fruit fly)	209
B4II37	reviewed	SRRT_DROSE	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2 homolog)	Ars2 GM16482	Drosophila sechellia (Fruit fly)	947
B4II46	reviewed	EI3F2_DROSE	Eukaryotic translation initiation factor 3 subunit F-2 (eIF3f-2) (Eukaryotic translation initiation factor 3 subunit 5-2)	eIF3f2 eIF3-S5-2 GM16538	Drosophila sechellia (Fruit fly)	285
B4II68	reviewed	PURA_DROSE	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	GM23154	Drosophila sechellia (Fruit fly)	447
B4IIC7	reviewed	EI3G2_DROSE	Eukaryotic translation initiation factor 3 subunit G-2 (Eukaryotic translation initiation factor 3 RNA-binding subunit 2) (eIF-3 RNA-binding subunit 2) (Eukaryotic translation initiation factor 3 subunit 4-2)	eIF3g2 eIF3-S4 eIF3gb GM23111	Drosophila sechellia (Fruit fly)	273
B4IJG7	reviewed	MOC2B_DROSE	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)	Mocs2B Mocs2 GM17748	Drosophila sechellia (Fruit fly)	367
B4IJG8	reviewed	MOC2A_DROSE	Molybdopterin synthase sulfur carrier subunit (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Sulfur carrier protein MOCS2A)	Mocs2A Mocs2 GM17747	Drosophila sechellia (Fruit fly)	90
B4IK33	reviewed	ENY2_DROSE	Enhancer of yellow 2 transcription factor	e(y)2 GM13063	Drosophila sechellia (Fruit fly)	101
B4IKJ4	reviewed	SNMP1_DROSE	Sensory neuron membrane protein 1	Snmp1 GM15095	Drosophila sechellia (Fruit fly)	551
B4IMC3	reviewed	DCLK_DROSE	Serine/threonine-protein kinase GM11705 (EC 2.7.11.1) (Doublecortin-like and CAM kinase-like protein)	GM11705	Drosophila sechellia (Fruit fly)	744
B4IT27	reviewed	DCLK_DROYA	Serine/threonine-protein kinase GE16371 (EC 2.7.11.1) (Doublecortin-like and CAM kinase-like protein)	GE16371	Drosophila yakuba (Fruit fly)	750
B4IUG3	reviewed	LIAS1_DROYA	Lipoyl synthase 1, mitochondrial (EC 2.8.1.8) (Lipoate synthase 1) (LS 1) (Lip-syn 1) (Lipoic acid synthase 1)	Las1 GE22745	Drosophila yakuba (Fruit fly)	379
B4J043	reviewed	FLOWR_DROGR	Calcium channel flower	flower GH14474	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	196
B4J252	reviewed	COQ4_DROGR	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4 homolog)	GH14907	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	264
B4J272	reviewed	URM1_DROGR	Ubiquitin-related modifier 1 homolog	Urm1 GH16604	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	104
B4J3A3	reviewed	MAEL_DROGR	Protein maelstrom	mael GH14807	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	429
B4J3F1	reviewed	PLK4_DROGR	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase SAK)	SAK GH16744	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	762
B4J3F3	reviewed	LIAS_DROGR	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	Las GH16746	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	364
B4J4E7	reviewed	EIF3J_DROGR	Eukaryotic translation initiation factor 3 subunit J (eIF3j)	eIF3j Adam GH20349	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	237
B4J4F6	reviewed	ASNA_DROGR	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	GH21552	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	336
B4J4G8	reviewed	EI3G1_DROGR	Eukaryotic translation initiation factor 3 subunit G-1 (Eukaryotic translation initiation factor 3 RNA-binding subunit 1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1)	eIF3g1 eIF3-S4 eIF3ga GH21559	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	269
B4J4Y2	reviewed	KTU_DROGR	Protein kintoun (Dynein assembly factor 2, axonemal homolog) (PP1-interacting protein 20)	Nop17l Ppi20 GH21580	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	893
B4J5B3	reviewed	CTU1_DROGR	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	GH20281	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	343
B4J672	reviewed	KAD2_DROGR	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	Adk2 GH21708	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	238
B4J6D5	reviewed	EIF3B_DROGR	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9)	eIF3b eIF3-S9 GH20755	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	690
B4J6Q0	reviewed	FBSP1_DROGR	F-box/SPRY domain-containing protein 1	Fsn GH21169	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	252
B4J780	reviewed	LPHN_DROGR	Latrophilin Cirl	Cirl GH20083	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	1777
B4J789	reviewed	EIF3C_DROGR	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)	eIF3c eIF3-S8 GH20077	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	928
B4J8A0	reviewed	NTAQ1_DROGR	Protein N-terminal glutamine amidohydrolase (EC 3.5.1.122) (Protein NH2-terminal glutamine deamidase) (N-terminal Gln amidase) (Nt(Q)-amidase) (Protein tungus)	tun GH21323	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	205
B4J913	reviewed	TRET1_DROGR	Facilitated trehalose transporter Tret1	Tret1 GH21392	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	929
B4J9U3	reviewed	EI3F2_DROGR	Eukaryotic translation initiation factor 3 subunit F-2 (eIF3f-2) (Eukaryotic translation initiation factor 3 subunit 5-2)	eIF3f2 eIF3-S5-2 GH21473	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	290
B4JAL5	reviewed	HOOK_DROGR	Protein hook	hook hk GH10889	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	683
B4JAS7	reviewed	EIF3H_DROGR	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3)	eIF-3p40 eif3-S3 GH10269	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	337
B4JAX0	reviewed	DRE2_DROGR	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	CIAPIN1 l(2)35Bg GH10820	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	249
B4JB43	reviewed	EIF3I_DROGR	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog)	eIF3i eif3-S2 Trip1 GH10244	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	326
B4JDU5	reviewed	KRR1_DROGR	KRR1 small subunit processome component homolog (KRR-R motif-containing protein 1) (Protein dribble)	dbe dribble GH10489	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	341
B4JF25	reviewed	WRNXO_DROGR	3'-5' exonuclease (EC 3.1.11.-) (Werner Syndrome-like exonuclease)	WRNexo GH19231	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	331
B4JFU8	reviewed	RAS1_DROGR	Ras-like protein 1 (EC 3.6.5.2)	Ras85D GH19394	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	189
B4JG39	reviewed	SNMP1_DROGR	Sensory neuron membrane protein 1	Snmp1 GH19409	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	547
B4JGW7	reviewed	SLX1_DROGR	Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-)	slx1 GH19497	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	286
B4JGX4	reviewed	EI3F1_DROGR	Eukaryotic translation initiation factor 3 subunit F-1 (eIF3f-1) (Eukaryotic translation initiation factor 3 subunit 5-1)	eIF3f1 eIF3-S5-1 GH18119	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	280
B4JHI7	reviewed	LST2_DROGR	Lateral signaling target protein 2 homolog	GH18624	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	1115
B4JHJ7	reviewed	DGKH_DROGR	Diacylglycerol kinase eta (DAG kinase eta) (EC 2.7.1.107)	GH18973	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	1941
B4JHP4	reviewed	MOC2B_DROGR	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)	Mocs2B Mocs2 GH19575	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	362
B4JJQ3	reviewed	NNRE_DROGR	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	GH12525	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	233
B4JKB7	reviewed	UBE2S_DROGR	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (Ubiquitin carrier protein S) (Ubiquitin-protein ligase S)	GH12079	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	208
B4JKK1	reviewed	T23O_DROGR	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Protein vermilion) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	v GH12679	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	377
B4JLC3	reviewed	ENY2_DROGR	Enhancer of yellow 2 transcription factor	e(y)2 GH11892	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	94
B4JLU7	reviewed	TRMB_DROGR	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	GH24451	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	247
B4JM29	reviewed	NCBP1_DROGR	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	Cbp80 GH24565	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	800
B4JMC1	reviewed	NAAT1_DROGR	Sodium-dependent nutrient amino acid transporter 1	NAAT1 GH24359	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	636
B4JQ42	reviewed	AFFL_DROGR	AF4/FMR2 family member lilli (Protein lilliputian)	lilli GH13637	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	1883
B4JQM7	reviewed	EFGM_DROGR	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mEFG1 ico GH13155	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	747
B4JRX2	reviewed	MTNA_DROGR	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	GH21593	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	363
B4JSI3	reviewed	RRF2M_DROGR	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	mRRF2 EF-G2 GH22468	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	734
B4JSL2	reviewed	CRBN_DROGR	Protein cereblon (Protein ohgata)	ohgt crbn GH22576	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	671
B4JSP3	reviewed	ENOPH_DROGR	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	GH22720	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	245
B4JT42	reviewed	SPNE_DROGR	Probable ATP-dependent RNA helicase spindle-E (EC 3.6.4.13) (Homeless)	spn-E hls GH23451	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	1434
B4JTN0	reviewed	EI3D1_DROGR	Eukaryotic translation initiation factor 3 subunit D-1 (eIF3d-1) (Eukaryotic translation initiation factor 3 subunit 7-1) (Eukaryotic translation initiation factor 3 subunit p66)	eIF3d1 eIF-3p66 GH17455	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	563
